"Segment","Country","Product","Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales","Discounts","Net Sales","COGS","Profit","Segment_Processed","Country_Processed","Product_Processed","Discount Band_Processed","Units Sold_Processed","Manufacturing Price_Processed","Sale Price_Processed","Gross Sales_Processed","Discounts_Processed","Net Sales_Processed","COGS_Processed","Profit_Processed","Country_Cleaned","Segment_Cleaned","Product_Cleaned","Discount Band_Cleaned","Year","Month Number","Mounth Name","Discount_Percentage","Gross_Margin","Unit_Profit","NetSales_Check","Profit_Check","Data_Quality_Flag"
"Government","Mexico","Amarilla","Medium",1038,260,20,20760,1868.4,18891.6,10380,8511.6,"government","mexico","amarilla","medium",1038,260,20,20760,1868.4,18891.6,10380,8511.6,"mexico","government","amarilla","medium",2014,6,"June",0.09000000000000001,0.4505494505494506,8.200000000000001,18891.6,8511.599999999999,"Profit_Error"
"Midmarket","Canada","Amarilla","Medium",1630.5,260,15,24457.5,2201.175,22256.325,16305,5951.325,"midmarket","canada","amarilla","medium",1630.5,260,15,24457.5,2201.175,22256.325,16305,5951.325,"canada","midmarket","amarilla","medium",2014,7,"July",0.09000000000000001,0.2673992673992674,3.65,22256.325,5951.325000000001,"Profit_Error"
"Channel Partners","France","Amarilla","Medium",306,260,12,3672,330.48,3341.52,918,2423.52,"channel partners","france","amarilla","medium",306,260,12,3672,330.48,3341.52,918,2423.52,"france","channel partners","amarilla","medium",2013,12,"December",0.09000000000000001,0.7252747252747253,7.92,3341.52,2423.52,"Price_Error"
"Government","United States of America","Montana","High",2328,5,7,16296,1629.6,14666.4,11640,3026.4,"government","united states of america","montana","high",2328,5,7,16296,1629.6,14666.4,11640,3026.4,"united states of america","government","montana","high",2014,9,"September",0.09999999999999999,0.20634920634920637,1.3,14666.4,3026.3999999999996,"Profit_Error"
"Midmarket","Germany","Velo","High",681,120,15,10215,1021.5,9193.5,6810,2383.5,"midmarket","germany","velo","high",681,120,15,10215,1021.5,9193.5,6810,2383.5,"germany","midmarket","velo","high",2014,1,"January",0.1,0.25925925925925924,3.5,9193.5,2383.5,"Price_Error"
"Midmarket","Germany","Velo","High",510,120,15,7650,765,6885,5100,1785,"midmarket","germany","velo","high",510,120,15,7650,765,6885,5100,1785,"germany","midmarket","velo","high",2014,4,"April",0.1,0.25925925925925924,3.5,6885,1785,"Price_Error"
"Midmarket","United States of America","Velo","High",790,120,15,11850,1185,10665,7900,2765,"midmarket","united states of america","velo","high",790,120,15,11850,1185,10665,7900,2765,"united states of america","midmarket","velo","high",2014,5,"May",0.1,0.25925925925925924,3.5,10665,2765,"Price_Error"
"Government","Germany","Velo","High",241,120,20,4820,482,4338,2410,1928,"government","germany","velo","high",241,120,20,4820,482,4338,2410,1928,"germany","government","velo","high",2014,10,"October",0.1,0.4444444444444444,8,4338,1928,"Price_Error"
"Government","Germany","Velo","High",2665,120,7,18655,1865.5,16789.5,13325,3464.5,"government","germany","velo","high",2665,120,7,18655,1865.5,16789.5,13325,3464.5,"germany","government","velo","high",2014,11,"November",0.1,0.20634920634920634,1.3,16789.5,3464.5,"Price_Error"
"Enterprise","Mexico","VTT","High",341,250,125,42625,4262.5,38362.5,40920,-2557.5,"enterprise","mexico","vtt","high",341,250,125,42625,4262.5,38362.5,40920,-2557.5,"mexico","enterprise","vtt","high",2014,5,"May",0.1,-0.06666666666666667,-7.5,38362.5,-2557.5,"Price_Error"
"Midmarket","Mexico","VTT","High",641,250,15,9615,961.5,8653.5,6410,2243.5,"midmarket","mexico","vtt","high",641,250,15,9615,961.5,8653.5,6410,2243.5,"mexico","midmarket","vtt","high",2014,7,"July",0.1,0.25925925925925924,3.5,8653.5,2243.5,"Price_Error"
"Midmarket","France","VTT","High",2167,250,15,32505,3250.5,29254.5,21670,7584.5,"midmarket","france","vtt","high",2167,250,15,32505,3250.5,29254.5,21670,7584.5,"france","midmarket","vtt","high",2013,10,"October",0.1,0.25925925925925924,3.5,29254.5,7584.5,"Price_Error"
"Enterprise","Canada","VTT","High",2529,250,125,316125,31612.5,284512.5,303480,-18967.5,"enterprise","canada","vtt","high",2529,250,125,316125,31612.5,284512.5,303480,-18967.5,"canada","enterprise","vtt","high",2014,11,"November",0.1,-0.06666666666666667,-7.5,284512.5,-18967.5,"Price_Error"
"Enterprise","United States of America","Amarilla","High",579,260,125,72375,7237.5,65137.5,69480,-4342.5,"enterprise","united states of america","amarilla","high",579,260,125,72375,7237.5,65137.5,69480,-4342.5,"united states of america","enterprise","amarilla","high",2014,1,"January",0.1,-0.06666666666666667,-7.5,65137.5,-4342.5,"Price_Error"
"Channel Partners","Canada","Amarilla","High",3520.5,260,12,42246,4224.6,38021.4,10561.5,27459.9,"channel partners","canada","amarilla","high",3520.5,260,12,42246,4224.6,38021.4,10561.5,27459.9,"canada","channel partners","amarilla","high",2014,4,"April",0.1,0.7222222222222222,7.800000000000001,38021.4,27459.9,"Price_Error"
"Government","Mexico","Amarilla","High",2039,260,20,40780,4078,36702,20390,16312,"government","mexico","amarilla","high",2039,260,20,40780,4078,36702,20390,16312,"mexico","government","amarilla","high",2014,5,"May",0.1,0.4444444444444444,8,36702,16312,"Price_Error"
"Channel Partners","Germany","Amarilla","High",2574,260,12,30888,3088.8,27799.2,7722,20077.2,"channel partners","germany","amarilla","high",2574,260,12,30888,3088.8,27799.2,7722,20077.2,"germany","channel partners","amarilla","high",2014,8,"August",0.1,0.7222222222222222,7.800000000000001,27799.2,20077.2,"Price_Error"
"Midmarket","France","Amarilla","High",2072,260,15,31080,3108,27972,20720,7252,"midmarket","france","amarilla","high",2072,260,15,31080,3108,27972,20720,7252,"france","midmarket","amarilla","high",2014,12,"December",0.1,0.25925925925925924,3.5,27972,7252,"Price_Error"
"Government","France","Paseo","High",2532,10,7,17724,1949.64,15774.36,12660,3114.36,"government","france","paseo","high",2532,10,7,17724,1949.64,15774.36,12660,3114.36,"france","government","paseo","high",2014,4,"April",0.11,0.19743178170144463,1.23,15774.36,3114.3600000000006,"Profit_Error"
"Midmarket","Canada","Velo","High",384,120,15,5760,633.6,5126.4,3840,1286.4,"midmarket","canada","velo","high",384,120,15,5760,633.6,5126.4,3840,1286.4,"canada","midmarket","velo","high",2014,1,"January",0.11,0.25093632958801504,3.35,5126.4,1286.3999999999996,"Profit_Error"
"Channel Partners","Germany","Velo","High",472,120,12,5664,623.04,5040.96,1416,3624.96,"channel partners","germany","velo","high",472,120,12,5664,623.04,5040.96,1416,3624.96,"germany","channel partners","velo","high",2014,10,"October",0.10999999999999999,0.7191011235955056,7.68,5040.96,3624.96,"Price_Error"
"Government","United States of America","VTT","High",1579,250,7,11053,1215.83,9837.17,7895,1942.17,"government","united states of america","vtt","high",1579,250,7,11053,1215.83,9837.17,7895,1942.17,"united states of america","government","vtt","high",2014,3,"March",0.10999999999999999,0.19743178170144463,1.23,9837.17,1942.17,"Price_Error"
"Channel Partners","Mexico","VTT","High",1005,250,12,12060,1326.6,10733.4,3015,7718.4,"channel partners","mexico","vtt","high",1005,250,12,12060,1326.6,10733.4,3015,7718.4,"mexico","channel partners","vtt","high",2013,9,"September",0.10999999999999999,0.7191011235955056,7.68,10733.4,7718.4,"Price_Error"
"Midmarket","United States of America","Amarilla","High",3199.5,260,15,47992.5,5279.175,42713.325,31995,10718.325,"midmarket","united states of america","amarilla","high",3199.5,260,15,47992.5,5279.175,42713.325,31995,10718.325,"united states of america","midmarket","amarilla","high",2014,7,"July",0.11,0.25093632958801504,3.35,42713.325,10718.324999999997,"Profit_Error"
"Channel Partners","Germany","Amarilla","High",472,260,12,5664,623.04,5040.96,1416,3624.96,"channel partners","germany","amarilla","high",472,260,12,5664,623.04,5040.96,1416,3624.96,"germany","channel partners","amarilla","high",2014,10,"October",0.10999999999999999,0.7191011235955056,7.68,5040.96,3624.96,"Price_Error"
"Government","Mexico","Carretera","High",2706,3,7,18942,2083.62,16858.38,13530,3328.38,"government","mexico","carretera","high",2706,3,7,18942,2083.62,16858.38,13530,3328.38,"mexico","government","carretera","high",2013,11,"November",0.11,0.19743178170144463,1.23,16858.38,3328.380000000001,"Profit_Error"
"Midmarket","Mexico","Montana","High",2157,5,15,32355,3559.05,28795.95,21570,7225.95,"midmarket","mexico","montana","high",2157,5,15,32355,3559.05,28795.95,21570,7225.95,"mexico","midmarket","montana","high",2014,12,"December",0.11,0.250936329588015,3.35,28795.95,7225.950000000001,"Profit_Error"
"Government","Mexico","Paseo","High",1122,10,20,22440,2468.4,19971.6,11220,8751.6,"government","mexico","paseo","high",1122,10,20,22440,2468.4,19971.6,11220,8751.6,"mexico","government","paseo","high",2014,3,"March",0.11,0.4382022471910113,7.800000000000001,19971.6,8751.599999999999,"Profit_Error"
"Government","Canada","Paseo","High",2394,10,20,47880,5266.8,42613.2,23940,18673.2,"government","canada","paseo","high",2394,10,20,47880,5266.8,42613.2,23940,18673.2,"canada","government","paseo","high",2014,8,"August",0.11,0.4382022471910113,7.800000000000001,42613.2,18673.199999999997,"Profit_Error"
"Midmarket","Mexico","Paseo","High",1984,10,15,29760,3273.6,26486.4,19840,6646.4,"midmarket","mexico","paseo","high",1984,10,15,29760,3273.6,26486.4,19840,6646.4,"mexico","midmarket","paseo","high",2014,8,"August",0.11,0.25093632958801493,3.3499999999999996,26486.4,6646.4000000000015,"Profit_Error"
"Government","France","Velo","High",2805,120,20,56100,6171,49929,28050,21879,"government","france","velo","high",2805,120,20,56100,6171,49929,28050,21879,"france","government","velo","high",2013,9,"September",0.11,0.43820224719101125,7.8,49929,21879,"Price_Error"
"Midmarket","Mexico","Velo","High",655,120,15,9825,1080.75,8744.25,6550,2194.25,"midmarket","mexico","velo","high",655,120,15,9825,1080.75,8744.25,6550,2194.25,"mexico","midmarket","velo","high",2013,9,"September",0.11,0.250936329588015,3.35,8744.25,2194.25,"Price_Error"
"Government","Canada","Velo","High",1808,120,7,12656,1392.16,11263.84,9040,2223.84,"government","canada","velo","high",1808,120,7,12656,1392.16,11263.84,9040,2223.84,"canada","government","velo","high",2014,11,"November",0.11,0.19743178170144463,1.23,11263.84,2223.84,"Price_Error"
"Channel Partners","France","VTT","High",1734,250,12,20808,2288.88,18519.12,5202,13317.12,"channel partners","france","vtt","high",1734,250,12,20808,2288.88,18519.12,5202,13317.12,"france","channel partners","vtt","high",2014,1,"January",0.11,0.7191011235955057,7.680000000000001,18519.12,13317.119999999999,"Profit_Error"
"Enterprise","Mexico","VTT","High",554,250,125,69250,7617.5,61632.5,66480,-4847.5,"enterprise","mexico","vtt","high",554,250,125,69250,7617.5,61632.5,66480,-4847.5,"mexico","enterprise","vtt","high",2014,1,"January",0.11,-0.07865168539325842,-8.75,61632.5,-4847.5,"Price_Error"
"Government","Canada","VTT","High",2935,250,20,58700,6457,52243,29350,22893,"government","canada","vtt","high",2935,250,20,58700,6457,52243,29350,22893,"canada","government","vtt","high",2013,11,"November",0.11,0.43820224719101125,7.8,52243,22893,"Price_Error"
"Enterprise","Germany","Amarilla","High",3165,260,125,395625,43518.75,352106.25,379800,-27693.75,"enterprise","germany","amarilla","high",3165,260,125,395625,43518.75,352106.25,379800,-27693.75,"germany","enterprise","amarilla","high",2014,1,"January",0.11,-0.07865168539325842,-8.75,352106.25,-27693.75,"Price_Error"
"Government","Mexico","Amarilla","High",2629,260,20,52580,5783.8,46796.2,26290,20506.2,"government","mexico","amarilla","high",2629,260,20,52580,5783.8,46796.2,26290,20506.2,"mexico","government","amarilla","high",2014,1,"January",0.11,0.43820224719101125,7.800000000000001,46796.2,20506.199999999997,"Profit_Error"
"Enterprise","France","Amarilla","High",1433,260,125,179125,19703.75,159421.25,171960,-12538.75,"enterprise","france","amarilla","high",1433,260,125,179125,19703.75,159421.25,171960,-12538.75,"france","enterprise","amarilla","high",2014,5,"May",0.11,-0.07865168539325842,-8.75,159421.25,-12538.75,"Price_Error"
"Enterprise","Mexico","Amarilla","High",947,260,125,118375,13021.25,105353.75,113640,-8286.25,"enterprise","mexico","amarilla","high",947,260,125,118375,13021.25,105353.75,113640,-8286.25,"mexico","enterprise","amarilla","high",2013,9,"September",0.11,-0.07865168539325842,-8.75,105353.75,-8286.25,"Price_Error"
"Midmarket","Mexico","Amarilla","High",2157,260,15,32355,3559.05,28795.95,21570,7225.95,"midmarket","mexico","amarilla","high",2157,260,15,32355,3559.05,28795.95,21570,7225.95,"mexico","midmarket","amarilla","high",2014,12,"December",0.11,0.250936329588015,3.35,28795.95,7225.950000000001,"Profit_Error"
"Government","United States of America","Paseo","High",380,10,7,2660,292.6,2367.4,1900,467.4,"government","united states of america","paseo","high",380,10,7,2660,292.6,2367.4,1900,467.4,"united states of america","government","paseo","high",2013,9,"September",0.11000000000000001,0.1974317817014446,1.23,2367.4,467.4000000000001,"Profit_Error"
"Midmarket","Canada","Carretera","High",2689,3,15,40335,4840.2,35494.8,26890,8604.8,"midmarket","canada","carretera","high",2689,3,15,40335,4840.2,35494.8,26890,8604.8,"canada","midmarket","carretera","high",2014,11,"November",0.12,0.24242424242424238,3.1999999999999997,35494.8,8604.800000000003,"Profit_Error"
"Midmarket","United States of America","Montana","High",677,5,15,10155,1218.6,8936.4,6770,2166.4,"midmarket","united states of america","montana","high",677,5,15,10155,1218.6,8936.4,6770,2166.4,"united states of america","midmarket","montana","high",2014,3,"March",0.12,0.24242424242424243,3.2,8936.4,2166.3999999999996,"Profit_Error"
"Government","Mexico","Montana","High",2420,5,7,16940,2032.8,14907.2,12100,2807.2,"government","mexico","montana","high",2420,5,7,16940,2032.8,14907.2,12100,2807.2,"mexico","government","montana","high",2014,9,"September",0.12,0.1883116883116883,1.16,14907.2,2807.2000000000007,"Profit_Error"
"Government","Canada","Montana","High",2734,5,7,19138,2296.56,16841.44,13670,3171.44,"government","canada","montana","high",2734,5,7,19138,2296.56,16841.44,13670,3171.44,"canada","government","montana","high",2014,10,"October",0.12,0.18831168831168832,1.16,16841.44,3171.4399999999987,"Profit_Error"
"Government","Mexico","Velo","High",905,120,20,18100,2172,15928,9050,6878,"government","mexico","velo","high",905,120,20,18100,2172,15928,9050,6878,"mexico","government","velo","high",2014,10,"October",0.12,0.4318181818181818,7.6,15928,6878,"Price_Error"
"Channel Partners","Canada","VTT","High",2109,250,12,25308,3036.96,22271.04,6327,15944.04,"channel partners","canada","vtt","high",2109,250,12,25308,3036.96,22271.04,6327,15944.04,"canada","channel partners","vtt","high",2014,5,"May",0.12,0.7159090909090909,7.5600000000000005,22271.04,15944.04,"Price_Error"
"Midmarket","France","VTT","High",3874.5,250,15,58117.5,6974.1,51143.4,38745,12398.4,"midmarket","france","vtt","high",3874.5,250,15,58117.5,6974.1,51143.4,38745,12398.4,"france","midmarket","vtt","high",2014,7,"July",0.12000000000000001,0.2424242424242424,3.1999999999999997,51143.4,12398.400000000001,"Profit_Error"
"Enterprise","United States of America","VTT","High",2387,250,125,298375,35805,262570,286440,-23870,"enterprise","united states of america","vtt","high",2387,250,125,298375,35805,262570,286440,-23870,"united states of america","enterprise","vtt","high",2014,11,"November",0.12,-0.09090909090909091,-10,262570,-23870,"Price_Error"
"Government","Mexico","VTT","High",1233,250,20,24660,2959.2,21700.8,12330,9370.8,"government","mexico","vtt","high",1233,250,20,24660,2959.2,21700.8,12330,9370.8,"mexico","government","vtt","high",2014,12,"December",0.12,0.4318181818181818,7.6,21700.8,9370.8,"Price_Error"
"Government","France","Amarilla","High",3421.5,260,7,23950.5,2874.06,21076.44,17107.5,3968.94,"government","france","amarilla","high",3421.5,260,7,23950.5,2874.06,21076.44,17107.5,3968.94,"france","government","amarilla","high",2014,7,"July",0.12,0.18831168831168832,1.16,21076.44,3968.9399999999987,"Profit_Error"
"Government","Canada","Amarilla","High",2734,260,7,19138,2296.56,16841.44,13670,3171.44,"government","canada","amarilla","high",2734,260,7,19138,2296.56,16841.44,13670,3171.44,"canada","government","amarilla","high",2014,10,"October",0.12,0.18831168831168832,1.16,16841.44,3171.4399999999987,"Profit_Error"
"Midmarket","United States of America","Amarilla","High",2548,260,15,38220,4586.4,33633.6,25480,8153.6,"midmarket","united states of america","amarilla","high",2548,260,15,38220,4586.4,33633.6,25480,8153.6,"united states of america","midmarket","amarilla","high",2013,11,"November",0.12,0.24242424242424246,3.2,33633.6,8153.5999999999985,"Profit_Error"
"Government","Germany","Paseo","High",1531,10,20,30620,3674.4,26945.6,15310,11635.6,"government","germany","paseo","high",1531,10,20,30620,3674.4,26945.6,15310,11635.6,"germany","government","paseo","high",2014,12,"December",0.12000000000000001,0.4318181818181819,7.6000000000000005,26945.6,11635.599999999999,"Profit_Error"
"Government","France","VTT","High",1491,250,7,10437,1252.44,9184.56,7455,1729.56,"government","france","vtt","high",1491,250,7,10437,1252.44,9184.56,7455,1729.56,"france","government","vtt","high",2014,3,"March",0.12000000000000001,0.18831168831168832,1.16,9184.56,1729.5599999999995,"Profit_Error"
"Government","Germany","VTT","High",1531,250,20,30620,3674.4,26945.6,15310,11635.6,"government","germany","vtt","high",1531,250,20,30620,3674.4,26945.6,15310,11635.6,"germany","government","vtt","high",2014,12,"December",0.12000000000000001,0.4318181818181819,7.6000000000000005,26945.6,11635.599999999999,"Profit_Error"
"Channel Partners","Canada","Amarilla","High",2761,260,12,33132,3975.84,29156.16,8283,20873.16,"channel partners","canada","amarilla","high",2761,260,12,33132,3975.84,29156.16,8283,20873.16,"canada","channel partners","amarilla","high",2013,9,"September",0.12000000000000001,0.7159090909090909,7.56,29156.16,20873.16,"Price_Error"
"Midmarket","United States of America","Carretera","High",2567,3,15,38505,5005.65,33499.35,25670,7829.35,"midmarket","united states of america","carretera","high",2567,3,15,38505,5005.65,33499.35,25670,7829.35,"united states of america","midmarket","carretera","high",2014,6,"June",0.12999999999999998,0.23371647509578547,3.0500000000000003,33499.35,7829.3499999999985,"Profit_Error"
"Midmarket","United States of America","VTT","High",2567,250,15,38505,5005.65,33499.35,25670,7829.35,"midmarket","united states of america","vtt","high",2567,250,15,38505,5005.65,33499.35,25670,7829.35,"united states of america","midmarket","vtt","high",2014,6,"June",0.12999999999999998,0.23371647509578547,3.0500000000000003,33499.35,7829.3499999999985,"Profit_Error"
"Government","United States of America","Montana","High",1298,5,7,9086,1181.18,7904.82,6490,1414.82,"government","united states of america","montana","high",1298,5,7,9086,1181.18,7904.82,6490,1414.82,"united states of america","government","montana","high",2014,2,"February",0.13,0.17898193760262726,1.0899999999999999,7904.82,1414.8199999999997,"Profit_Error"
"Government","Canada","Montana","High",1249,5,20,24980,3247.4,21732.6,12490,9242.6,"government","canada","montana","high",1249,5,20,24980,3247.4,21732.6,12490,9242.6,"canada","government","montana","high",2014,10,"October",0.13,0.4252873563218391,7.4,21732.6,9242.599999999999,"Profit_Error"
"Government","United States of America","Paseo","High",1438.5,10,7,10069.5,1309.035,8760.465,7192.5,1567.965,"government","united states of america","paseo","high",1438.5,10,7,10069.5,1309.035,8760.465,7192.5,1567.965,"united states of america","government","paseo","high",2014,1,"January",0.13,0.17898193760262723,1.0899999999999999,8760.465,1567.9650000000001,"Profit_Error"
"Government","Germany","Paseo","High",2708,10,20,54160,7040.8,47119.2,27080,20039.2,"government","germany","paseo","high",2708,10,20,54160,7040.8,47119.2,27080,20039.2,"germany","government","paseo","high",2014,2,"February",0.13,0.4252873563218391,7.4,47119.2,20039.199999999997,"Profit_Error"
"Government","France","Paseo","High",2696,10,7,18872,2453.36,16418.64,13480,2938.64,"government","france","paseo","high",2696,10,7,18872,2453.36,16418.64,13480,2938.64,"france","government","paseo","high",2014,8,"August",0.13,0.17898193760262726,1.0899999999999999,16418.64,2938.6399999999994,"Profit_Error"
"Government","Canada","Paseo","High",1249,10,20,24980,3247.4,21732.6,12490,9242.6,"government","canada","paseo","high",1249,10,20,24980,3247.4,21732.6,12490,9242.6,"canada","government","paseo","high",2014,10,"October",0.13,0.4252873563218391,7.4,21732.6,9242.599999999999,"Profit_Error"
"Channel Partners","Germany","Paseo","High",1013,10,12,12156,1580.28,10575.72,3039,7536.72,"channel partners","germany","paseo","high",1013,10,12,12156,1580.28,10575.72,3039,7536.72,"germany","channel partners","paseo","high",2014,12,"December",0.13,0.7126436781609196,7.44,10575.72,7536.719999999999,"Profit_Error"
"Midmarket","France","Velo","High",3997.5,120,15,59962.5,7795.125,52167.375,39975,12192.375,"midmarket","france","velo","high",3997.5,120,15,59962.5,7795.125,52167.375,39975,12192.375,"france","midmarket","velo","high",2014,1,"January",0.13,0.23371647509578544,3.05,52167.375,12192.375,"Price_Error"
"Government","France","Velo","High",1190,120,7,8330,1082.9,7247.1,5950,1297.1,"government","france","velo","high",1190,120,7,8330,1082.9,7247.1,5950,1297.1,"france","government","velo","high",2014,6,"June",0.13,0.17898193760262723,1.0899999999999999,7247.1,1297.1000000000004,"Profit_Error"
"Channel Partners","Mexico","Velo","High",604,120,12,7248,942.24,6305.76,1812,4493.76,"channel partners","mexico","velo","high",604,120,12,7248,942.24,6305.76,1812,4493.76,"mexico","channel partners","velo","high",2014,6,"June",0.13,0.7126436781609196,7.44,6305.76,4493.76,"Price_Error"
"Midmarket","Germany","Velo","High",660,120,15,9900,1287,8613,6600,2013,"midmarket","germany","velo","high",660,120,15,9900,1287,8613,6600,2013,"germany","midmarket","velo","high",2013,9,"September",0.13,0.23371647509578544,3.05,8613,2013,"Price_Error"
"Channel Partners","Mexico","Velo","High",410,120,12,4920,639.6,4280.4,1230,3050.4,"channel partners","mexico","velo","high",410,120,12,4920,639.6,4280.4,1230,3050.4,"mexico","channel partners","velo","high",2014,10,"October",0.13,0.7126436781609197,7.44,4280.4,3050.3999999999996,"Profit_Error"
"Channel Partners","Germany","Velo","High",1013,120,12,12156,1580.28,10575.72,3039,7536.72,"channel partners","germany","velo","high",1013,120,12,12156,1580.28,10575.72,3039,7536.72,"germany","channel partners","velo","high",2014,12,"December",0.13,0.7126436781609196,7.44,10575.72,7536.719999999999,"Profit_Error"
"Enterprise","Canada","VTT","High",1583,250,125,197875,25723.75,172151.25,189960,-17808.75,"enterprise","canada","vtt","high",1583,250,125,197875,25723.75,172151.25,189960,-17808.75,"canada","enterprise","vtt","high",2014,6,"June",0.13,-0.10344827586206896,-11.25,172151.25,-17808.75,"Price_Error"
"Midmarket","Canada","VTT","High",1565,250,15,23475,3051.75,20423.25,15650,4773.25,"midmarket","canada","vtt","high",1565,250,15,23475,3051.75,20423.25,15650,4773.25,"canada","midmarket","vtt","high",2014,10,"October",0.13,0.23371647509578544,3.05,20423.25,4773.25,"Price_Error"
"Enterprise","Canada","Amarilla","High",1659,260,125,207375,26958.75,180416.25,199080,-18663.75,"enterprise","canada","amarilla","high",1659,260,125,207375,26958.75,180416.25,199080,-18663.75,"canada","enterprise","amarilla","high",2014,1,"January",0.13,-0.10344827586206896,-11.25,180416.25,-18663.75,"Price_Error"
"Government","France","Amarilla","High",1190,260,7,8330,1082.9,7247.1,5950,1297.1,"government","france","amarilla","high",1190,260,7,8330,1082.9,7247.1,5950,1297.1,"france","government","amarilla","high",2014,6,"June",0.13,0.17898193760262723,1.0899999999999999,7247.1,1297.1000000000004,"Profit_Error"
"Channel Partners","Mexico","Amarilla","High",410,260,12,4920,639.6,4280.4,1230,3050.4,"channel partners","mexico","amarilla","high",410,260,12,4920,639.6,4280.4,1230,3050.4,"mexico","channel partners","amarilla","high",2014,10,"October",0.13,0.7126436781609197,7.44,4280.4,3050.3999999999996,"Profit_Error"
"Channel Partners","Germany","Amarilla","High",1770,260,12,21240,2761.2,18478.8,5310,13168.8,"channel partners","germany","amarilla","high",1770,260,12,21240,2761.2,18478.8,5310,13168.8,"germany","channel partners","amarilla","high",2013,12,"December",0.13,0.7126436781609196,7.4399999999999995,18478.8,13168.8,"Price_Error"
"Government","Mexico","Carretera","High",2579,3,20,51580,7221.2,44358.8,25790,18568.8,"government","mexico","carretera","high",2579,3,20,51580,7221.2,44358.8,25790,18568.8,"mexico","government","carretera","high",2014,4,"April",0.13999999999999999,0.41860465116279066,7.199999999999999,44358.8,18568.800000000003,"Profit_Error"
"Government","United States of America","Carretera","High",1743,3,20,34860,4880.4,29979.6,17430,12549.6,"government","united states of america","carretera","high",1743,3,20,34860,4880.4,29979.6,17430,12549.6,"united states of america","government","carretera","high",2014,5,"May",0.13999999999999999,0.4186046511627907,7.2,29979.6,12549.599999999999,"Profit_Error"
"Government","United States of America","Carretera","High",2996,3,7,20972,2936.08,18035.92,14980,3055.92,"government","united states of america","carretera","high",2996,3,7,20972,2936.08,18035.92,14980,3055.92,"united states of america","government","carretera","high",2013,10,"October",0.13999999999999999,0.16943521594684388,1.02,18035.92,3055.9199999999983,"Profit_Error"
"Government","Germany","Carretera","High",280,3,7,1960,274.4,1685.6,1400,285.6,"government","germany","carretera","high",280,3,7,1960,274.4,1685.6,1400,285.6,"germany","government","carretera","high",2014,12,"December",0.13999999999999999,0.16943521594684388,1.02,1685.6,285.5999999999999,"Profit_Error"
"Government","France","Montana","High",293,5,7,2051,287.14,1763.86,1465,298.86,"government","france","montana","high",293,5,7,2051,287.14,1763.86,1465,298.86,"france","government","montana","high",2014,2,"February",0.13999999999999999,0.16943521594684388,1.02,1763.8600000000001,298.8599999999999,"NetSales_Error"
"Government","United States of America","Montana","High",2996,5,7,20972,2936.08,18035.92,14980,3055.92,"government","united states of america","montana","high",2996,5,7,20972,2936.08,18035.92,14980,3055.92,"united states of america","government","montana","high",2013,10,"October",0.13999999999999999,0.16943521594684388,1.02,18035.92,3055.9199999999983,"Profit_Error"
"Midmarket","Germany","Paseo","High",278,10,15,4170,583.8,3586.2,2780,806.2,"midmarket","germany","paseo","high",278,10,15,4170,583.8,3586.2,2780,806.2,"germany","midmarket","paseo","high",2014,2,"February",0.13999999999999999,0.2248062015503876,2.9000000000000004,3586.2,806.1999999999998,"Profit_Error"
"Midmarket","United States of America","Paseo","High",1767,10,15,26505,3710.7,22794.3,17670,5124.3,"midmarket","united states of america","paseo","high",1767,10,15,26505,3710.7,22794.3,17670,5124.3,"united states of america","midmarket","paseo","high",2014,9,"September",0.13999999999999999,0.2248062015503876,2.9,22794.3,5124.299999999999,"Profit_Error"
"Government","Germany","VTT","High",280,250,7,1960,274.4,1685.6,1400,285.6,"government","germany","vtt","high",280,250,7,1960,274.4,1685.6,1400,285.6,"germany","government","vtt","high",2014,12,"December",0.13999999999999999,0.16943521594684388,1.02,1685.6,285.5999999999999,"Profit_Error"
"Channel Partners","France","Amarilla","High",1393,260,12,16716,2340.24,14375.76,4179,10196.76,"channel partners","france","amarilla","high",1393,260,12,16716,2340.24,14375.76,4179,10196.76,"france","channel partners","amarilla","high",2014,10,"October",0.13999999999999999,0.7093023255813954,7.32,14375.76,10196.76,"Price_Error"
"Channel Partners","United States of America","Amarilla","High",2015,260,12,24180,3385.2,20794.8,6045,14749.8,"channel partners","united states of america","amarilla","high",2015,260,12,24180,3385.2,20794.8,6045,14749.8,"united states of america","channel partners","amarilla","high",2013,12,"December",0.13999999999999999,0.7093023255813954,7.319999999999999,20794.8,14749.8,"Price_Error"
"Midmarket","Germany","Carretera","High",1513,3,15,22695,3177.3,19517.7,15130,4387.7,"midmarket","germany","carretera","high",1513,3,15,22695,3177.3,19517.7,15130,4387.7,"germany","midmarket","carretera","high",2014,11,"November",0.14,0.22480620155038758,2.9,19517.7,4387.700000000001,"Profit_Error"
"Government","Canada","Montana","High",388,5,7,2716,380.24,2335.76,1940,395.76,"government","canada","montana","high",388,5,7,2716,380.24,2335.76,1940,395.76,"canada","government","montana","high",2014,9,"September",0.14,0.16943521594684383,1.02,2335.76,395.7600000000002,"Profit_Error"
